,title,genres,synopsis
3177,Noragami Aragoto OVA,"['Action', 'Adventure', 'Comedy', 'Shounen', 'Supernatural']","Hiyori Iki goes on a skiing trip with her parents and happens to bump into Yato and Yukine. After a short while, they find the other gods who are there for a company vacation. But amidst all the fun, someone is plotting a heinous crime, and Yato is the primary target.

On a different day, Yato’s been able to make a small fortune from his last job and decides to take Hiyori and Yukine to Capyper Land. Although she agrees without knowing the destination, will Hiyori actually enjoy the day considering what happened on her last visit?"
3178,Noragami OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']","Hiyori Iki is excited to start high school alongside her two middle school friends, but ""Delivery God"" Yato seems to have other plans for the day. Will Hiyori be able to make a good impression on her first day? Or will Yato cost her a happy high school life?

On another day, Hiyori decides to take advantage of the beautiful weather and invites a number of people to gaze at the cherry blossoms, including the fearsome combat god, Bishamon. But how long will their blissful day last when Yato and his old rival Bishamon start to drink together?"
3179,Noragami,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']","In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God.

Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him.

Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around."
3180,Norimono Oukoku BuBu ChaCha,"['Slice of Life', 'Comedy']","Bubu Chacha is about a dog who died due to a fateful accident and was resurrected as a toy car. Together, he and Randy learn many new things about the world and about friendship that never dies."
3181,Norn9: Norn+Nonet,"['Sci-Fi', 'Adventure', 'Romance', 'Fantasy', 'Josei']","In a futuristic era, ""The World"" is a peace-bringing entity. Though no one knows its location, it has watched over Earth for so long that war has become merely a fable. The airship Norn's task is to deliver nine ability users to The World.

After collecting the last person, Norn takes off. Included onboard are eight men and three women—Koharu, who has finally escaped her loneliness and detests her destructive power; Mikoto Kuga, born to a noble family, who uses her barrier skill to protect the Norn and those it carries; and Nanami Shiranui, whose ability only brings pain, and who wishes to die for a past sin she has committed. While en route, suspicions arise amongst the passengers when they realize there are too many people onboard.

As they try to determine who has snuck aboard, the ship is attacked by an unknown assailant aiming to stop the Norn's progress at all costs. From this chaos arises questions: why were they granted powers, and what must they do once they reach The World?"
3182,Nourin,"['Comedy', 'Parody', 'Romance', 'Ecchi', 'School']","Idol-obsessed Kousaku Hata is left devastated when his favorite, Yuka Kusakabe, unexpectedly announces her retirement at the peak of an illustrious career. As Yuka’s biggest fan, this news proves to be more difficult than he can bear. Shaken to his very core, he sinks into depression and places himself in self-imposed isolation. However, on the day his friends managed to convince him to attend school again, he gets a pleasant surprise.

It turns out that his beloved idol, under the guise of Ringo Kinoshita, has transferred into his class. This miraculous development fills Kousaku with newfound resolve, as he dedicates himself to take advantage of the once-in-a-lifetime opportunity. With the support of his teacher and friends, Kousaku works toward getting close to the girl of his dreams and uncovering the reason for her retirement from the entertainment industry."
3183,Nowisee,['Music'],Nowisee is a cross-content project that weaves together video and story with a focus on music. The theme is asking young people alive today to ‘question the meaning of life.’
3184,Nozo x Kimi,"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']","Suga Kimio finds himself hiding in the girls locker room, unable to move or escape the situation as the girls in his school crowd in. Although he originally had no ulterior motives, he found himself panicking as he heard the girls coming in and hid in a locker. Komine Nozomi, one of the shy girls in his class finds him, but surprisingly covers for him. Perplexed but glad, Kimio goes home.

Later that night, he gets a text from Nozomi who happens to live across the way on the same floor of the complex they both live in. She blackmails him into agreeing to show each other's bodies when she texts him. Kimio has to abide by Nozomi's insane demands or risk ruining his school life so they both start their little peep show through each other's windows...

(Source: MangaHelpers)"
3185,Nozoki Ana,"['Comedy', 'Drama', 'Ecchi']","After moving into his new apartment, art school student Tatsuhiko Kido discovers a crack in his wall. When he peeks inside, he makes eye contact with his neighbor, Emiru Ikuno, as she masturbates. He rushes next door to clear the misunderstanding and inform her of the crack, but accidentally trips and falls over her in the process. To make matters even worse, Emiru now has photographic evidence that would plainly depict Kido as a sexual offender. Kido then learns that Emiru has a voyeurism fetish, and is blackmailed into leaving the crack as is.

Unfortunately for Kido, it doesn't stop here! Emiru is also attending the same art school that he is, and he will be seeing her far more than he would like to. Emiru and Kido are set to embark on a unique friendship with wildly erotic potential."
3186,Nozomi Witches,"['Romance', 'Sports']","Ryoutaro Shiba and his family have just moved into a new housing neighborhood. He soon discovers he is lucky enough to be living next to a beautiful and bewitching girl named Nozomi Egawa. Nozomi is athletic, an actress, and surprisingly more than anything else, she wants Ryoutaro to become a boxer so that he can fulfil her dream. Ryoutaro isn't exactly sure what Nozomi's dream is, but he definitely does not want to become a boxer. Unfortunately for Ryoutaro, he finds himself being dragged to the high school boxing club because Nozomi has written a resume for him claiming that he is a boxing genius! It actually seems that Ryoutaro has a special gift for boxing that he has never known about before. Ryoutaro soon finds himself in the winners' circle. But for how long can he last, and can he really live up to Nozomi's expectations?

(Source: AnimeNfo)"
3187,Nu Wushen de Canzhuo,"['Slice of Life', 'Comedy']",Join the table with Valkyries this summer for a feast of mouth-watering food and heartwarming memories.
3188,Null Peta,"['Sci-Fi', 'Comedy']","Genius inventor Null tragically loses her older sister Peta in an accident. To get over the grief, Null develops ""Peta Robo,"" a robot with the same characteristics as her late sister. However, the robot is a little different as to what Null expected.

(Source: MAL News)"
